Word	composed/anxious	agreeable/hostile	elated/depressed	confident/unsure	clearheaded/confused	energetic/tired
gorgeous	0.0	0.0	0.0	1.0	0.0	0.0
graceful	0.0	0.0	0.0	1.0	0.0	0.0
gracious	0.0	0.66	0.0	0.033	0.307	0.0
granular	0.0	0.0	0.0	1.0	0.0	0.0
grateful	0.0	0.0	1.0	0.0	0.0	0.0
grating	0.0	-1.0	0.0	0.0	0.0	0.0
grave	0.03900000000000001	0.0	-0.6709999999999999	0.0	0.0	0.0
great	0.012	0.292	-0.004000000000000001	0.645	0.030000000000000002	0.006999999999999999
grieve	0.0	0.0	-1.0	0.0	0.0	0.0
gripping	-0.226	0.0	0.0	0.7729999999999999	0.0	0.0
groggy	0.0	0.0	0.0	0.0	-0.122	-0.878
grotesque	0.0	0.0	0.0	0.0	-1.0	0.0
growing	0.0	0.003	0.0	0.9	0.0	0.09600000000000002
grubby	0.0	0.0	0.0	0.0	0.0	-1.0
grumpy	0.0	0.0	0.0	0.0	0.0	-1.0
guilty	-0.11499999999999999	-0.193	-0.379	-0.17800000000000002	-0.135	0.0
gusty	0.0	0.0	0.0	1.0	0.0	0.0
gymnastic	0.0	0.0	0.0	0.0	0.0	1.0
haggard	0.0	0.0	0.0	0.0	0.0	-1.0
handy	0.0	0.0	0.0	0.909	0.091	0.0
happy	0.35100000000000003	0.055999999999999994	-0.05199999999999995	0.181	0.0	0.015000000000000003
hard	-0.02	0.009000000000000001	-0.248	0.605	0.013999999999999999	0.0
harmonious	1.0	0.0	0.0	0.0	0.0	0.0
harrassed	0.0	-1.0	0.0	0.0	0.0	0.0
hateful	0.0	-1.0	0.0	0.0	0.0	0.0
haunting	0.0	0.0	-0.34700000000000003	0.653	0.0	0.0
hazy	0.0	0.0	0.0	-1.0	0.0	0.0
healthy	0.004	0.001	0.001	0.7889999999999999	0.0	0.20500000000000002
heartbreaking	0.0	0.0	-1.0	0.0	0.0	0.0
heartfelt	0.0	0.0	0.0	0.0	0.0	1.0
heartless	0.0	0.0	-1.0	0.0	0.0	0.0
hearty	0.0	0.0	0.0	1.0	0.0	0.0
helpful	0.0	0.9600000000000001	0.005	0.0	0.034	0.001
helpfull	0.0	1.0	0.0	0.0	0.0	0.0
helpless	0.0	-0.19	-0.081	-0.598	-0.087	-0.045
helpul	0.0	1.0	0.0	0.0	0.0	0.0
hoarse	0.0	0.0	0.0	-0.878	0.0	-0.122
hollow	0.0	0.0	0.0	-1.0	0.0	0.0
homely	0.716	0.284	0.0	0.0	0.0	0.0
homesick	0.0	0.0	-1.0	0.0	0.0	0.0
hopeful	-0.034	0.0	0.038000000000000006	0.8640000000000001	0.0	0.0
hopeless	0.0	0.0	-1.0	0.0	0.0	0.0
horny	0.0	-0.535	-0.465	0.0	0.0	0.0
horrible	0.0	0.0	-1.0	0.0	0.0	0.0
horrified	0.0	-0.273	0.0	0.0	-0.727	0.0
hospitable	0.0	1.0	0.0	0.0	0.0	0.0
hostile	0.0	-0.5870000000000001	0.0	0.413	0.0	0.0
hot	-0.004	-0.026000000000000002	0.0	0.157	0.0	-0.762
humanitarian	1.0	0.0	0.0	0.0	0.0	0.0
humiliated	0.0	-0.7609999999999999	0.0	0.0	-0.239	0.0
humorous	0.0	0.226	0.372	0.0	0.0	0.20600000000000002
hung	0.0	-0.5780000000000001	0.0	0.0	-0.265	-0.156
hungover	0.0	0.0	0.0	0.0	0.0	-1.0
hungry	0.0	0.0	0.0	-0.005	0.0	-0.9830000000000001
hurt	0.0	-0.7400000000000001	-0.071	0.0	-0.185	-0.003
hurting	0.0	0.0	0.0	0.0	0.0	-1.0
idiosyncratic	0.0	0.0	0.0	1.0	0.0	0.0
ill	-0.055999999999999994	-0.015	0.0	-0.622	-0.013999999999999999	-0.294
impatient	-0.445	-0.555	0.0	0.0	0.0	0.0
impeccable	0.0	1.0	0.0	0.0	0.0	0.0
implacable	0.0	-1.0	0.0	0.0	0.0	0.0
important	0.0	0.0	0.025	0.842	0.025	0.10800000000000001
impotent	0.0	0.0	0.0	-1.0	0.0	0.0
impressive	0.0	0.0	0.0	1.0	0.0	0.0
impulsive	0.0	0.0	0.0	0.0	0.0	1.0
inaccurate	0.0	0.0	0.0	-1.0	0.0	0.0
inappropriate	0.0	0.0	0.0	-1.0	0.0	0.0
incapable	0.0	0.0	0.0	-1.0	0.0	0.0
inclined	0.0	0.0	0.0	0.0	0.0	-1.0
incompetent	0.0	0.0	0.0	-1.0	0.0	0.0
incomplete	0.0	0.0	0.0	-1.001	0.0	0.0
inconclusive	0.0	0.0	0.0	-1.0	0.0	0.0
inconspicuous	0.0	0.0	0.0	0.0	1.0	0.0
inconvenienced	0.0	-1.0	0.0	0.0	0.0	0.0
indecisive	0.0	0.0	0.0	-1.0	0.0	0.0
indefinite	0.0	0.0	0.0	-1.0	0.0	0.0
independent	0.0	0.0	0.0	0.8640000000000001	0.0	0.136
indignant	0.0	-1.0	0.0	0.0	0.0	0.0
indispensable	0.0	0.0	0.0	1.0	0.0	0.0
ineffective	0.0	0.0	0.0	-1.0	0.0	0.0
ineffectual	0.0	0.0	0.0	-1.0	0.0	0.0
inefficient	0.0	0.0	0.0	-1.0	0.0	0.0
inequitable	0.0	0.0	0.0	-1.0	0.0	0.0
inexperienced	0.0	0.0	0.0	-1.0	0.0	0.0
inferior	0.0	0.0	0.0	-1.0	0.0	0.0
infirm	0.0	0.0	0.0	-1.0	0.0	0.0
influential	0.0	0.0	0.0	0.647	0.0	0.354
informal	0.6459999999999999	0.33799999999999997	0.005	0.0	0.0	0.01
informative	0.0	0.637	0.0	0.02	0.054000000000000006	0.289
informed	0.0	0.008	0.0	0.31	0.016	0.6669999999999999
injured	0.0	-1.0	0.0	0.0	0.0	0.0
innovative	0.0	0.0	0.0	0.709	0.248	0.043000000000000003
inquisitive	-0.5770000000000001	0.28	0.0	0.0	0.0	0.14300000000000002
insecure	-0.27699999999999997	0.0	-0.051	-0.673	0.0	0.0
inspirational	0.0	0.0	0.0	1.0	0.0	0.0
inspiring	0.251	0.0	0.0	0.6890000000000001	0.0	0.06
insufficient	0.0	0.0	0.0	-1.0	0.0	0.0
integrative	0.0	0.0	0.0	1.0	0.0	0.0
intelligent	0.0	0.024	0.5619999999999999	0.235	0.075	0.10400000000000001
intense	0.0	0.0	0.0	0.8999999999999999	0.0	0.1
interested	0.0	0.34400000000000003	0.0	0.0	0.21100000000000002	0.445
interesting	0.0	0.044	-0.038	0.24	0.0	0.678
intimate	0.47100000000000003	0.44	0.0	0.08900000000000001	0.0	0.0
intriguing	0.0	0.0	0.0	0.34600000000000003	0.654	0.0
intuitive	0.0	0.196	0.0	0.72	0.067	0.017
invincible	0.0	0.0	0.0	1.0	0.0	0.0
involved	0.0	0.0	0.0	0.0	0.0	1.0
ironic	0.0	0.0	-1.0	0.0	0.0	0.0
irresolute	-1.0	0.0	0.0	0.0	0.0	0.0
irritable	-0.224	-0.045	0.0	0.0	0.0	-0.731
irritated	0.0	-0.432	0.0	0.0	0.0	-0.568
isolated	0.0	0.0	-0.9119999999999999	-0.037	-0.051	0.0
isolating	0.0	0.0	-1.0	0.0	0.0	0.0
jaded	0.0	0.0	0.0	0.0	0.0	-1.0
jagged	0.0	-1.0	0.0	0.0	0.0	0.0
jingoistic	0.0	-1.0	0.0	0.0	0.0	0.0
jovial	1.0	0.0	0.0	0.0	0.0	0.0
joyous	0.532	0.0	0.183	0.0	0.0	0.0
jumpy	-1.0	0.0	0.0	0.0	0.0	0.0
kind	0.04	0.7699999999999999	0.027	0.041999999999999996	0.121	0.0
knowledgeable	0.0	0.843	0.0	0.091	0.052	0.013999999999999999
lacking	0.0	0.0	0.0	-0.278	-0.057	-0.665
lagging	0.0	0.0	0.0	0.0	0.0	-1.0
lame	0.0	0.0	0.0	-0.7070000000000001	0.0	-0.293
lamentable	0.0	0.0	-1.0	0.0	0.0	0.0
languid	0.0	0.0	0.0	0.0	0.0	-1.0
lasting	0.0	0.0	0.0	0.9730000000000001	0.0	0.027000000000000003
lathargic	0.0	0.0	0.0	0.0	0.0	-1.0
lazy	0.075	0.0	0.0	0.0	0.0	-0.925
legitimate	0.0	0.0	0.0	1.0	0.0	0.0
leisurely	0.41	0.59	0.0	0.0	0.0	0.0
lethargic	0.069	0.0	0.0	-0.023	0.0	-0.908
lewd	0.0	0.0	1.0	0.0	0.0	0.0
light	0.036000000000000004	0.0	0.21099999999999997	0.627	0.025	0.094
lightweight	0.0	0.0	0.0	0.899	0.10099999999999999	0.0
likable	0.0	1.0	0.0	0.0	0.0	0.0
likeable	0.0	0.185	0.0	0.0	0.0	0.815
likely	0.0	0.0	0.0	-0.184	0.0	0.0
limp	0.0	0.0	-0.51	0.0	0.0	-0.49
listless	0.0	0.0	0.0	0.0	0.0	-1.0
livelier	0.0	0.0	0.0	0.0	1.0	0.0
living	0.0	0.0	0.0	0.224	0.0	0.7759999999999999
loathe	0.0	-1.0	0.0	0.0	0.0	0.0
logical	0.35700000000000004	0.0	0.0	0.304	0.33899999999999997	0.0
lonesome	0.0	0.0	-1.0	0.0	0.0	0.0
loose	1.0	0.0	0.0	0.0	0.0	0.0
loud	0.0	-0.163	0.036000000000000004	0.7010000000000001	0.0	0.099
lousy	0.0	0.0	0.0	0.0	0.0	-1.0
love	0.0	0.41	-0.15999999999999998	0.157	-0.062	0.21100000000000002
loved	0.0	1.0	0.0	0.0	0.0	0.0
lovely	0.552	0.306	-0.094	0.0	0.0	0.048
loving	0.11800000000000001	0.581	0.077	0.167	0.022000000000000002	0.034999999999999996
loyal	0.0	0.573	0.0	0.29600000000000004	0.0	0.131
lucid	0.0	0.0	0.0	0.0	0.0	1.0
lush	1.0	0.0	0.0	0.0	0.0	0.0
lusty	0.0	0.0	0.0	1.0	0.0	0.0
luxurious	0.589	0.0	0.0	0.412	0.0	0.0
magical	0.0	0.0	0.0	1.0	0.0	0.0
majestic	0.441	0.0	0.0	0.5589999999999999	0.0	0.0
masculine	0.0	0.0	0.0	0.9920000000000001	0.0	0.008
maternal	0.0	0.0	1.0	0.0	0.0	0.0
meaningful	0.0	0.0	0.0	0.8140000000000001	0.0	0.185
meditative	0.625	0.0	0.0	0.0	0.375	0.0
melodic	0.0	0.0	0.0	1.0	0.0	0.0
melodious	0.0	0.0	1.0	0.0	0.0	0.0
memorable	0.19	0.0	0.0	0.81	0.0	0.0
merry	0.0	-0.303	0.6970000000000001	0.0	0.0	0.0
meticulous	-1.0	0.0	0.0	0.0	0.0	0.0
mighty	0.0	0.0	0.0	1.0	0.0	0.0
mild	0.484	0.516	0.0	0.0	0.0	0.0
minimalist	0.0	0.0	0.0	0.0	1.0	0.0
mischievous	0.0	0.0	1.0	0.0	0.0	0.0
miserable	0.0	0.0	-0.46699999999999997	-0.037000000000000005	0.0	-0.49600000000000005
misinterpreted	0.0	0.0	0.0	0.0	-1.0	0.0
misleading	0.0	0.0	0.0	-1.0	0.0	0.0
misled	0.0	0.0	0.0	0.0	-1.0	0.0
moody	-0.24	-0.33	-0.43	0.0	0.0	0.0
mortal	0.0	0.0	0.0	-1.0	0.0	0.0
mortified	0.0	-1.0	0.0	0.0	0.0	0.0
motivated	0.0	0.0	0.0	0.5660000000000001	0.0	0.434
muscular	0.0	0.0	0.0	1.0	0.0	0.0
mysterious	0.0	0.0	0.0	1.0	0.0	0.0
mystical	0.0	0.0	0.0	1.0	0.0	0.0
mystified	0.0	-0.48	0.0	0.0	-0.52	0.0
natural	0.426	0.046	0.0	0.376	0.111	0.04
nauseous	0.0	0.0	0.0	-0.185	0.0	-0.815
necessary	0.0	0.0	0.0	0.828	0.172	0.0
neighborly	0.0	1.0	0.0	0.0	0.0	0.0
nervousy	-1.0	0.0	0.0	0.0	0.0	0.0
nice	0.249	0.65	0.001	0.068	0.028	0.001
noble	0.0	0.0	0.0	1.0	0.0	0.0
nonviolent	1.0	0.0	0.0	0.0	0.0	0.0
normal	0.5409999999999999	0.0	0.0	0.4600000000000001	0.0	0.0
numb	0.0	0.0	0.0	-1.0	0.0	0.0
obliging	0.0	1.0	0.0	0.0	0.0	0.0
obscure	0.0	0.0	-0.257	-0.32799999999999996	-0.415	0.0
obsolete	0.0	0.0	0.0	-1.0	0.0	0.0
offended	0.0	-1.0	0.0	0.0	0.0	0.0
old	0.0	0.0	-0.015	-0.222	-0.011000000000000001	-0.737
open	0.112	0.622	0.0	0.058	0.037000000000000005	0.164
oppressed	0.0	0.0	0.0	-1.0	0.0	0.0
optimistic	0.0	0.0	0.37	0.63	0.0	0.0
organised	0.0	0.0	0.0	0.0	1.0	0.0
organized	0.12100000000000001	0.0	0.0	0.064	0.8140000000000001	0.0
ornery	0.0	0.0	1.0	0.0	0.0	0.0
outdated	0.0	0.0	0.0	-1.0	0.0	0.0
outgoing	0.0	0.638	0.009999999999999998	0.09	0.0	0.262
outraged	0.0	-0.746	-0.254	0.0	0.0	0.0
overrun	0.0	0.0	0.0	0.0	0.0	-1.0
overweight	0.0	0.0	0.0	-0.452	0.0	-0.5479999999999999
overwhelmed	-0.149	0.0	-0.096	-0.038000000000000006	-0.546	-0.17099999999999999
overwhelming	0.0	0.0	0.0	1.0	0.0	0.0
overworked	0.0	0.0	0.0	0.0	0.0	-1.0
overwrought	-1.0	0.0	0.0	0.0	0.0	0.0
pacific	1.0	0.0	0.0	0.0	0.0	0.0
painful	0.0	0.0	-1.0	0.0	0.0	0.0
pale	-0.22399999999999998	-0.023	-0.20400000000000001	-0.262	0.0	-0.286
panicky	-1.0	0.0	0.0	0.0	0.0	0.0
paralyzed	0.0	0.0	0.0	0.0	-1.0	0.0
paranoid	-1.0	0.0	0.0	0.0	0.0	0.0
partial	0.0	0.0	0.0	-1.0	0.0	0.0
passionate	0.0	0.0	-0.152	0.681	0.0	0.16899999999999998
passive	0.0	0.0	0.0	-0.19699999999999998	0.0	0.8029999999999999
pathetic	0.0	0.0	-0.882	-0.11800000000000001	0.0	0.0
patient	0.577	0.223	0.015	0.094	0.08900000000000001	0.0
peculiar	0.0	0.0	0.0	1.0	0.0	0.0
peeved	0.0	0.0	0.0	0.0	-1.0	0.0
peremptory	0.0	0.0	0.0	1.0	0.0	0.0
persistent	0.0	0.0	0.0	1.0	0.0	0.0
persuasive	0.0	0.0	0.0	1.001	0.0	0.0
pessimistic	0.0	0.0	-0.9999999999999999	0.0	0.0	0.0
petrified	-1.0	0.0	0.0	0.0	0.0	0.0
pissed	0.0	-0.17600000000000002	0.0	0.0	0.0	-0.8240000000000001
pitiful	0.0	0.0	-1.0	0.0	0.0	0.0
placid	1.0	0.0	0.0	0.0	0.0	0.0
plagued	0.0	0.0	0.0	0.0	0.0	-1.0
pleasant	0.297	0.372	0.04	0.002	0.26999999999999996	0.018000000000000002
pleasent	0.0	0.0	0.0	0.0	1.0	0.0
pleasing	0.0	1.0	0.0	0.0	0.0	0.0
poetic	0.0	0.0	0.0	1.0	0.0	0.0
poignant	0.0	0.0	-0.132	0.868	0.0	0.0
polite	0.037000000000000005	0.746	0.002	0.0	0.21400000000000002	0.0
poor	0.0	-0.016	-0.018000000000000002	-0.9109999999999999	0.0	-0.055
popular	0.0	0.055	0.0	0.777	0.027000000000000003	0.14
positive	0.041	0.086	0.11	0.517	0.0	0.247
powerless	0.0	-0.20199999999999999	0.0	-0.798	0.0	0.0
practicable	0.0	0.0	0.0	0.0	1.0	0.0
practical	0.0	0.0	0.01	0.16599999999999998	0.804	0.02
precarious	0.0	0.0	0.0	-1.0	0.0	0.0
precious	0.0	0.359	0.0	-0.6409999999999999	0.0	0.0
prepared	0.079	0.171	0.0	0.75	0.0	0.0
productive	0.014000000000000002	0.0	0.0	0.032	0.759	0.195
professional	0.009000000000000001	0.764	0.0	0.06	0.166	0.0
profitable	0.0	0.0	0.0	0.095	0.905	0.0
profound	0.0	0.0	0.0	0.818	0.182	0.0
progressive	0.0	0.0	0.0	0.12300000000000001	0.0	0.8760000000000001
prominent	0.0	0.0	0.0	0.0	0.0	1.0
promising	0.0	0.0	0.0	1.0	0.0	0.0
prompt	0.0	0.877	0.005	0.0	0.11599999999999999	0.003
proper	0.0	1.0	0.0	0.0	0.0	0.0
prosperous	0.6629999999999999	0.0	0.0	0.32699999999999996	0.0	0.009000000000000001
protective	0.0	-0.389	0.0	0.611	0.0	0.0
proud	0.0	0.0	-0.076	0.8620000000000001	0.0	0.063
provocative	0.0	0.0	0.0	0.7839999999999999	0.0	0.21600000000000003
prudent	0.0	0.0	0.0	0.0	1.0	0.0
punctual	0.0	0.0	0.0	0.0	1.0	0.0
pungent	0.0	0.0	0.0	1.0	0.0	0.0
pure	0.256	0.0	0.0	0.702	0.042	0.0
purposeful	0.465	0.0	0.0	0.535	0.0	0.0
pursued	0.0	0.0	0.0	0.0	0.0	-1.0
pushed	0.0	-1.0	0.0	0.0	0.0	0.0
puzzled	-0.529	0.0	0.0	0.0	-0.47100000000000003	0.0
quaint	0.84	0.16	0.0	0.0	0.0	0.0
querulous	-1.0	0.0	0.0	0.0	0.0	0.0
quick	0.0	0.075	0.0	0.199	0.7080000000000001	0.017
quiet	0.881	0.025	-0.009000000000000001	0.02	0.063	0.0
quirky	0.0	0.0	0.67	0.33	0.0	0.0
radical	0.0	0.0	0.0	1.0	0.0	0.0
rambling	0.0	0.0	0.0	0.0	0.0	-1.0
rapid	0.0	0.0	0.0	-0.0059999999999999915	0.32899999999999996	0.535
rapturous	0.0	0.0	1.0	0.0	0.0	0.0
rational	0.953	0.0	0.0	0.0	0.047	0.0
ready	0.06000000000000001	0.05099999999999999	0.002	0.21299999999999997	0.004	-0.14500000000000002
reasonable	0.644	0.0	0.0	0.055999999999999994	0.225	0.075
reassured	0.0	0.0	0.0	1.0	0.0	0.0
reassuring	0.8370000000000001	0.163	0.0	0.0	0.0	0.0
rebellious	0.0	-1.0	0.0	0.0	0.0	0.0
receptive	0.12	0.642	0.0	0.0	0.23800000000000002	0.0
reckless	0.0	0.0	0.0	1.0	0.0	0.0
refined	0.303	0.0	0.0	0.6970000000000001	0.0	0.0
reflective	0.132	0.0	-0.376	0.0	0.0	0.49200000000000005
refreshed	0.9580000000000001	0.0	0.0	0.008	0.0	0.034
refreshing	0.6	0.0	0.0	0.073	0.0	0.326
relaxing	0.852	0.12	0.028999999999999998	0.0	0.0	0.0
reliable	0.003	0.052000000000000005	0.0	0.265	0.677	0.003
relieved	0.0	0.0	0.192	0.0	0.0	0.0
remarkable	0.0	0.0	0.0	1.0	0.0	0.0
resentful	0.0	-1.0	0.0	0.0	0.0	0.0
resilient	0.061	0.0	0.0	0.9390000000000001	0.0	0.0
resistant	0.0	0.0	0.0	1.0	0.0	0.0
resolute	0.397	-0.011000000000000001	0.0	0.592	0.0	0.0
resourceful	0.0	0.0	0.0	0.838	0.0	0.162
respectful	0.118	0.532	0.0	0.0	0.35	0.0
responsible	0.0	0.052000000000000005	0.0	0.057999999999999996	0.099	0.7909999999999999
responsive	0.038	0.27899999999999997	0.0	0.111	0.524	0.048
rested	0.9420000000000001	0.0	0.0	0.0	0.0	-0.057999999999999996
restful	1.0	0.0	0.0	0.0	0.0	0.0
restless	-0.822	0.0	0.0	0.0	0.0	-0.09599999999999999
revengeful	0.0	-1.0	0.0	0.0	0.0	0.0
revolutionary	0.0	0.0	0.0	1.0	0.0	0.0
rich	0.0	0.0	0.0	0.963	0.0	-0.003999999999999999
rigid	0.0	0.0	0.0	1.0	0.0	0.0
risky	0.0	0.0	0.0	-0.37599999999999995	0.0	0.0
riveting	0.0	0.0	0.0	1.0	0.0	0.0
robbed	0.0	0.0	0.0	-1.0	0.0	0.0
rocky	0.0	0.0	0.0	0.14400000000000007	0.0	0.0
romantic	0.389	0.42100000000000004	-0.09199999999999998	0.0	0.0	0.0
rosy	0.09	0.0	0.0	0.91	0.0	0.0
rugged	0.0	0.0	0.0	1.0	0.0	0.0
rundown	0.0	0.0	0.0	0.0	0.0	-1.0
saddened	0.0	-1.0	0.0	0.0	0.0	0.0
safe	0.279	0.174	0.009000000000000001	0.14400000000000002	0.365	0.029000000000000005
sanguine	0.0	0.0	1.0	0.0	0.0	0.0
satyrical	0.0	0.0	-1.0	0.0	0.0	0.0
savvy	0.0	0.0	0.0	0.0	0.0	1.0
scalable	0.0	0.0	0.0	0.509	0.491	0.0
scared	-0.327	-0.07200000000000001	-0.198	-0.009000000000000001	-0.376	-0.018
scary	0.0	0.0	-0.6519999999999999	-0.348	0.0	0.0
scattered	0.0	0.0	0.0	-0.052000000000000005	0.0	-0.948
scolded	0.0	-1.0	0.0	0.0	0.0	0.0
secluded	1.0	0.0	0.0	0.0	0.0	0.0
secure	0.10400000000000001	0.013999999999999999	0.0	0.749	0.133	0.0
senitive	0.0	1.0	0.0	0.0	0.0	0.0
senseless	0.0	-1.0	0.0	0.0	0.0	0.0
sensible	0.5920000000000001	0.0	0.0	0.0	0.17	0.23800000000000002
sensitive	-0.026000000000000002	0.20500000000000002	0.0	0.30799999999999994	0.174	-0.22899999999999998
serious	0.135	0.225	0.13499999999999998	0.084	0.0	0.0
sexy	0.022000000000000002	0.0	0.063	0.915	0.0	0.0
shaken	0.0	-1.0	0.0	0.0	0.0	0.0
shaking	-0.344	-0.226	0.0	-0.429	0.0	0.0
shallow	0.379	0.0	0.0	-0.228	0.0	0.0
shameful	0.0	0.0	-1.0	0.0	0.0	0.0
sharp	0.0	-0.043	0.0	0.8490000000000001	0.0	0.10800000000000001
shit	-0.48700000000000004	-0.212	0.0	0.0	0.0	0.0
shocked	0.0	-0.3940000000000001	-0.15200000000000002	0.0	-0.264	-0.154
shocking	0.0	0.0	-0.9329999999999999	0.067	0.0	0.0
shrewd	0.0	0.0	0.0	0.0	0.0	1.0
shy	-0.37	0.0	-0.099	-0.531	0.0	0.0
sick	-0.003	-0.021	-0.22199999999999998	-0.434	0.0	-0.32000000000000006
sickening	0.0	0.0	-1.0	0.0	0.0	0.0
significant	0.0	0.0	0.0	0.9999999999999999	0.0	0.0
silent	0.07300000000000001	0.0	-0.064	0.089	0.764	0.0
simple	0.062000000000000006	0.055999999999999994	0.011000000000000001	0.8100000000000002	0.05	0.0
simpler	0.0	0.0	0.0	0.0	1.0	0.0
sincere	0.0	0.763	0.0	0.19899999999999998	0.0	0.037000000000000005
sinful	0.0	0.0	0.0	-1.0	0.0	0.0
sitting	0.0	0.0	0.0	0.0	1.0	0.0
skillful	0.0	0.0	0.0	0.0	1.0	0.0
skinny	0.0	0.0	0.0	-0.633	0.0	-0.36700000000000005
sleep	0.0	0.0	0.0	0.0	0.0	-1.0
sleeping	0.0	0.0	0.0	0.0	0.0	-1.0
sleepy	-0.0040000000000000036	-0.054000000000000006	0.0	0.0	0.0	-0.736
slouching	0.0	0.0	0.0	0.0	0.0	-1.0
slow	0.16999999999999998	0.0	-0.013999999999999999	-0.33599999999999997	-0.011000000000000001	-0.446
smart	0.0	0.091	0.011000000000000001	0.561	0.305	0.011000000000000001
smiling	0.45499999999999996	0.42200000000000004	0.10400000000000001	0.0	0.019	0.0
smooth	0.117	0.039	0.0	0.42400000000000004	0.413	0.006999999999999999
sobering	0.0	0.0	-0.447	0.5529999999999999	0.0	0.0
socail	0.0	1.0	0.0	0.0	0.0	0.0
sociable	0.032	0.85	0.094	0.0	0.0	0.024
social	0.0	0.7829999999999999	0.0	0.0	0.0	0.217
soft	0.15600000000000003	0.078	-0.095	-0.03300000000000003	0.0	0.0
solemn	0.0	0.0	-0.715	0.285	0.0	0.0
solid	0.059000000000000004	0.06	0.0	0.653	0.0	0.226
solitary	0.0	0.0	-1.0	0.0	0.0	0.0
soothing	0.9999999999999999	0.0	0.0	0.0	0.0	0.0
sophisticated	0.0	0.0	0.0	0.99	0.011000000000000001	0.0
sore	0.0	-0.043	-0.019	-0.004	0.0	-0.933
sorrowful	0.0	0.0	-1.0	0.0	0.0	0.0
sorry	0.0	-0.13699999999999998	-0.863	0.0	0.0	0.0
sound	0.0	0.027999999999999997	0.0	0.909	0.064	0.0
spacious	0.35	0.128	0.0	0.522	0.0	0.0
speculative	0.0	0.0	0.0	-1.0	0.0	0.0
speedy	0.0	0.488	0.0	0.057	0.455	0.0
spent	0.0	0.0	0.0	0.0	0.0	-1.0
spirited	0.0	0.272	0.0	0.0	0.0	0.728
spiritless	0.0	0.0	0.0	-1.0	0.0	0.0
spleeny	0.0	0.0	-1.0	0.0	0.0	0.0
splendid	0.0	0.0	0.0	1.0	0.0	0.0
sporadic	0.0	0.0	0.0	-1.0	0.0	0.0
sporty	0.0	0.0	0.0	0.0	0.0	1.0
squeamish	0.0	0.0	0.0	-1.0	0.0	0.0
stable	0.195	0.0	0.0	0.639	0.138	0.027999999999999997
stark	0.0	0.0	0.0	1.0	0.0	0.0
steadfast	0.0	0.0	0.0	1.0	0.0	0.0
steady	0.192	0.0	0.0	0.809	0.0	0.0
stiff	0.0	0.0	0.0	0.454	0.0	-0.502
stirring	0.0	0.0	0.0	1.0	0.0	0.0
stouthearted	0.0	0.0	0.0	1.0	0.0	0.0
straightforward	0.16399999999999998	0.0	0.0	0.23900000000000002	0.597	0.0
streamlined	0.0	0.0	0.0	0.069	0.9309999999999999	0.0
stressed	-0.23399999999999999	-0.009000000000000001	0.0	0.0	0.0	-0.756
stressful	-0.249	0.0	-0.7509999999999999	0.0	0.0	0.0
striking	0.0	0.0	0.0	1.0	0.0	0.0
struck	0.0	-1.0	0.0	0.0	0.0	0.0
studious	0.0	0.0	0.0	0.0	1.0	0.0
stunned	0.0	-0.377	-0.040999999999999995	0.0	-0.581	0.0
stunning	0.0	0.34700000000000003	0.0	0.653	0.0	0.0
stupid	0.0	0.0	-0.024	-0.7229999999999999	-0.13699999999999998	-0.11599999999999999
sturdy	0.0	0.0	0.0	1.0	0.0	0.0
successful	0.004	0.0	0.0	0.068	0.887	0.040999999999999995
suffered	0.0	0.0	0.0	-1.0	0.0	0.0
suffering	0.0	0.0	0.0	-0.303	0.0	-0.6970000000000001
suicidal	0.0	-1.0	0.0	0.0	0.0	0.0
suitable	0.0	0.0	0.0	0.0	1.0	0.0
sullen	0.0	-0.625	-0.375	0.0	0.0	0.0
sunburned	0.0	0.0	0.0	0.0	0.0	-1.0
super	0.0	0.0	0.0	1.0	0.0	0.0
supple	0.0	0.0	0.0	0.22199999999999998	0.0	0.0
supportive	0.018000000000000002	0.877	0.0	0.064	0.0	0.04
surprised	-0.013000000000000001	-0.45400000000000007	0.095	0.0	-0.397	0.0
surprising	-0.45299999999999996	0.0	-0.547	0.0	0.0	0.0
susceptible	0.0	0.0	0.0	-1.0	0.0	0.0
suspenseful	-1.0	0.0	0.0	0.0	0.0	0.0
sustainable	0.0	0.14300000000000002	0.0	0.278	0.579	0.0
sustained	0.0	0.0	0.0	1.0	0.0	0.0
sweating	-0.266	0.0	0.0	0.0	0.0	-0.7340000000000001
sweaty	-0.061	0.0	0.0	-0.07	0.0	-0.8689999999999999
sweet	0.15	0.433	-0.033	0.176	0.009000000000000001	0.0
swift	0.0	-0.138	0.0	0.41600000000000004	0.313	0.0
talented	0.0	0.0	0.0	0.147	0.0	0.8540000000000001
talkative	0.0	0.9500000000000001	0.05	0.0	0.0	0.0
tasty	0.0	0.0	0.0	1.0	0.0	0.0
tearful	-0.597	0.0	-0.40299999999999997	0.0	0.0	0.0
tender	0.0	0.391	0.073	0.363	0.0	0.0
terrified	0.0	-0.22	0.0	0.0	-0.78	0.0
terse	-1.0	0.0	0.0	0.0	0.0	0.0
thankful	0.0	0.0	1.0	0.0	0.0	0.0
thirsty	0.0	0.0	-0.14	0.0	0.0	-0.86
thoughtful	0.174	0.078	-0.225	0.071	0.071	0.382
thready	0.0	0.0	0.0	-1.0	0.0	0.0
threatened	0.0	-0.793	0.0	-0.207	0.0	0.0
