composed,0.0
angry,0.0
cheerful,0.0
weak,0.0
tense,0.0
confused,-1.0
lively,0.0
sad,0.0
friendly,0.0
tired,0.0
strong,0.0
clearheaded,1.0
untroubled,0.0
grouchy,0.0
playful,0.0
timid,0.0
nervous,0.0
mixed-up,-1.0
vigorous,0.0
dejected,0.0
kindly,0.0
fatigued,0.0
bold,0.0
efficient,1.0
peaceful,0.0
furious,0.0
lighthearted,0.0
unsure,0.0
jittery,0.0
bewildered,-1.0
energetic,0.0
lonely,0.0
sympathetic,0.0
exhausted,0.0
powerful,0.0
attentive,1.0
serene,0.0
bad tempered,0.0
joyful,0.0
self-doubting,0.0
shaky,0.0
perplexed,-1.0
active,0.0
downhearted,0.0
agreeable,0.0
sluggish,0.0
forceful,0.0
able to concentrate,1.0
calm,0.0
mad,0.0
jolly,0.0
uncertain,0.0
anxious,0.0
muddled,1.0
ready-to-go,0.0
discouraged,0.0
good-natured,0.0
weary,0.0
confident,0.0
businesslike,1.0
relaxed,0.0
annoyed,0.0
elated,0.0
inadequate,0.0
uneasy,0.0
dazed,-1.0
full of pep,0.0
gloomy,0.0
affectionate,0.0
drowsy,0.0
self-assured,0.0
mentally alert,1.0
abandoned,0.0
able,0.047
absorbed,1.0
abusive,0.0
acceptable,0.0
accessible,0.114
accomidating,0.0
accommodating,0.015
accomodating,0.006
accountable,1.0
achey,0.0
aching,-0.7140000000000001
achy,0.0
adaptable,0.0
adequate,0.88
adrift,0.0
advanced,0.092
adventurous,0.0
affirmative,0.0
afflicted,0.0
afraid,-0.136
aged,0.0
aggressive,0.0
agile,0.14300000000000002
agitated,-0.316
alarmed,-0.14
alert,0.266
alive,0.0
almighty,0.0
alone,-0.14200000000000002
amazed,-0.7440000000000001
ambiguous,-0.134
ambitious,0.0
amiable,0.451
amorous,0.0
animated,0.6709999999999999
appreciative,0.506
apprehensive,0.0
approachable,0.0
apt,0.0
arousing,0.0
arty,0.0
ashamed,-0.048
asleep,0.0
assertive,0.0
assured,0.0
astonished,-0.888
athletic,0.0
attacked,0.0
attractive,0.119
audacious,0.0
auspicious,0.0
authentic,0.0
avid,0.0
awake,0.0
aware,0.179
awesome,0.0
awkward,-0.228
bad,0.0
baffled,-1.0
balanced,0.123
bald,0.0
balmy,0.0
bankrupt,0.0
befuddled,-1.0
beligerent,0.0
beneficial,0.206
benevolent,0.0
benighted,0.0
bitter,-0.017
bleeding,-0.31
blind,0.0
blissful,0.0
bloated,0.0
blue,0.0
bored,-0.014
boring,0.0
bothered,-1.0
bothersome,0.0
brash,0.0
brassy,0.0
brave,0.005
breathless,0.0
bright,0.0
brilliant,0.0
brisk,0.329
brittle,0.0
broad,0.0
broken,0.0
bullied,0.0
burned,0.0
burnt,0.0
busy,0.0
calming,0.0
capable,0.053
captivating,0.0
carefree,0.0
careful,1.0
caring,0.127
carrying,0.0
casual,0.0
cautious,0.0
challenging,0.0
charismatic,0.0
charitable,0.0
chatty,0.0
cheeky,0.0
cheesy,0.0
chimerical,0.0
civil,0.0
clamorous,0.0
clear,0.08199999999999999
clever,0.0
clogged,0.0
close,0.0
cloudy,0.0
clumsy,0.0
cocky,0.0
cogent,0.0
cohesive,0.0
cold,0.0
collapsed,0.0
collected,0.0
collective,0.0
collegial,0.0
colorful,0.0
colourful,0.0
comely,0.0
comfortable,0.016
committed,0.0
compact,0.29100000000000004
compelling,0.0
competent,0.095
competitive,0.807
complete,0.076
complex,-0.063
complicated,-0.185
comprehensive,0.12
concentrated,0.7909999999999999
concerned,-0.7809999999999999
conducive,0.0
confounded,-1.0
confusing,-0.45799999999999996
congenial,0.0
conscious,0.0
considerate,0.0
consistent,0.116
contemporary,0.0
content,0.0
contented,0.655
continuous,0.0
contradictory,-0.637
contributing,0.0
controlled,0.0
controlling,1.0
controversial,0.0
convenient,0.53
convivial,0.0
cool,0.041
cooperative,0.0
cordial,0.536
corrupt,0.0
cosy,0.0
courageous,0.0
courteous,0.5539999999999999
courtious,0.0
cowardly,0.0
cozy,0.0
crabby,0.0
cracked,0.0
cranky,0.0
crazed,0.0
creative,0.097
cried,0.0
crisp,0.043
cry,0.0
cunning,0.0
curious,0.0
cursed,0.0
curtious,0.0
cute,0.0
cynical,0.0
dappled,0.0
daring,0.0
dark,0.0
darkened,-0.526
dashing,0.0
dated,0.0
dead,0.0
decadent,0.0
decisive,0.0
declining,0.0
dedicated,0.0
defenceless,0.0
defensive,0.0
defiant,0.0
deficient,0.0
dehydrated,0.0
deliberate,0.0
delicate,0.0
delirious,0.0
delusional,-1.0
democratic,0.0
demoralized,0.0
dependable,0.198
dependant,0.0
deplorable,0.0
deprecated,0.0
depressed,-0.015
depressing,0.0
deprived,0.0
despairing,0.0
desperate,0.0
despised,0.0
despondent,-0.7440000000000001
desponding,0.0
destructive,0.0
detached,0.0
deterred,0.0
devastated,-0.363
devoted,0.0
diligent,0.081
dim,-0.547
diplomatic,0.0
disappointed,-0.11
disappointing,0.0
discreet,0.769
disgusted,0.0
disheartening,0.0
dismayed,-0.162
disordered,0.0
disorganised,-1.0
disorganized,-0.464
disorientated,-0.5
disoriented,-0.932
dispirited,0.0
displeased,0.0
dissipated,0.0
distinctive,0.0
distinguished,0.0
distracted,-0.589
distraught,0.0
distressed,-0.5820000000000001
disturbed,-0.362
disturbing,0.0
dizzy,-0.068
dominant,0.0
dormant,0.0
doubtful,0.0
drained,0.0
dramatic,0.0
dreary,0.0
droopy,0.0
drunk,-0.047
dull,-0.361
durable,0.006
dynamic,0.024
dysfunctional,0.0
eager,0.094
easy,0.127
easygoing,0.0
economic,1.0
economical,0.911
edgy,0.0
effective,0.757
elegant,0.175
eloquent,0.0
emaciated,0.0
embarrassed,-0.083
emotional,0.0
empathetic,0.0
empowered,0.0
empowering,0.0
empty,-0.027000000000000003
encouraged,0.0
enduring,0.0
energized,0.0
engage,0.0
engaged,0.034
engaging,0.0
engrossing,0.0
enigmatic,0.0
enjoyable,0.142
enormous,0.0
entangled,-1.0
enterprising,0.0
entertaining,0.0
enthusiastic,0.0
entrancing,0.0
equipped,0.371
equitable,1.0
erotic,0.0
erratic,0.0
essential,0.0
evocative,0.0
exalted,0.0
excellent,0.32299999999999995
excited,-0.004
exciting,0.0
exhilarated,0.0
exhilarating,0.0
exotic,0.0
expectant,0.0
expeditious,1.0
experienced,0.031
explicit,0.0
explosive,0.0
exuberant,0.0
faded,0.0
faint,0.0
fair,0.871
faithful,0.055
famished,0.0
famous,0.0
fantastic,0.0
fascinating,0.0
fast,0.68
faster,0.76
fearful,-0.061
fearless,0.0
feasible,0.644
feeble,0.0
festive,0.0
fickle,0.0
fidgety,0.0
fierce,0.0
fiery,0.0
fighting,0.0
firm,0.0
firmly,0.0
fit,0.0
flawed,0.0
flexible,0.14200000000000002
fluffy,0.0
flushed,0.0
foolish,0.0
foolowed,0.0
fought,0.0
fragile,0.0
fragmented,0.0
frail,0.0
frank,0.0
frantic,0.0
fresh,0.028
frightened,-0.626
