composed,0.0
angry,0.0
cheerful,1.0
weak,0.0
tense,0.0
confused,0.0
lively,0.0
sad,-1.0
friendly,0.0
tired,0.0
strong,0.0
clearheaded,0.0
untroubled,0.0
grouchy,0.0
playful,1.0
timid,0.0
nervous,0.0
mixed-up,0.0
vigorous,0.0
dejected,-1.0
kindly,0.0
fatigued,0.0
bold,0.0
efficient,0.0
peaceful,0.0
furious,0.0
lighthearted,1.0
unsure,0.0
jittery,0.0
bewildered,0.0
energetic,0.0
lonely,-1.0
sympathetic,0.0
exhausted,0.0
powerful,0.0
attentive,0.0
serene,0.0
bad tempered,0.0
joyful,1.0
self-doubting,0.0
shaky,0.0
perplexed,0.0
active,0.0
downhearted,-1.0
agreeable,0.0
sluggish,0.0
forceful,0.0
able to concentrate,0.0
calm,0.0
mad,0.0
jolly,1.0
uncertain,0.0
anxious,0.0
muddled,0.0
ready-to-go,0.0
discouraged,-1.0
good-natured,0.0
weary,0.0
confident,0.0
businesslike,0.0
relaxed,0.0
annoyed,0.0
elated,1.0
inadequate,0.0
uneasy,0.0
dazed,0.0
full of pep,0.0
gloomy,-1.0
affectionate,0.0
drowsy,0.0
self-assured,0.0
mentally alert,0.0
abandoned,-0.721
able,0.0
absorbed,0.0
abusive,0.0
acceptable,0.0
accessible,0.0
accomidating,0.0
accommodating,0.0
accomodating,0.0
accountable,0.0
achey,0.0
aching,0.0
achy,0.0
adaptable,0.0
adequate,0.0
adrift,-1.0
advanced,0.0
adventurous,0.0
affirmative,0.0
afflicted,-0.937
afraid,-0.063
aged,0.0
aggressive,0.0
agile,0.0
agitated,0.0
alarmed,0.0
alert,0.0
alive,0.0
almighty,0.0
alone,-0.636
amazed,0.161
ambiguous,0.0
ambitious,0.0
amiable,0.0
amorous,0.0
animated,0.0
appreciative,0.0
apprehensive,-0.142
approachable,0.0
apt,0.0
arousing,0.0
arty,0.0
ashamed,-0.326
asleep,0.0
assertive,0.0
assured,0.0
astonished,0.0
athletic,0.0
attacked,0.0
attractive,0.0
audacious,0.0
auspicious,0.0
authentic,0.0
avid,0.0
awake,0.0
aware,0.0
awesome,0.0
awkward,0.0
bad,-1.0
baffled,0.0
balanced,0.0
bald,0.0
balmy,0.0
bankrupt,0.0
befuddled,0.0
beligerent,0.0
beneficial,0.0
benevolent,0.0
benighted,-0.236
bitter,-0.113
bleeding,0.0
blind,0.0
blissful,0.0
bloated,0.0
blue,-0.7859999999999999
bored,-0.4290000000000001
boring,-0.359
bothered,0.0
bothersome,-1.0
brash,0.0
brassy,0.0
brave,0.028
breathless,0.0
bright,0.5720000000000001
brilliant,0.0
brisk,0.0
brittle,0.0
broad,0.0
broken,-0.662
bullied,0.0
burned,0.0
burnt,0.0
busy,0.021
calming,0.0
capable,0.0
captivating,0.0
carefree,0.231
careful,0.0
caring,0.0
carrying,0.0
casual,0.0
cautious,0.0
challenging,0.0
charismatic,0.0
charitable,0.0
chatty,0.0
cheeky,0.0
cheesy,0.0
chimerical,0.0
civil,-0.326
clamorous,0.0
clear,0.0
clever,0.0
clogged,0.0
close,0.0
cloudy,-0.8500000000000001
clumsy,0.0
cocky,0.0
cogent,0.0
cohesive,0.0
cold,-0.4260000000000001
collapsed,0.0
collected,0.0
collective,0.0
collegial,0.0
colorful,0.0
colourful,0.06
comely,1.0
comfortable,0.005
committed,0.0
compact,0.0
compelling,0.0
competent,0.0
competitive,0.0
complete,0.0
complex,0.0
complicated,0.0
comprehensive,0.0
concentrated,0.0
concerned,0.0
conducive,0.0
confounded,0.0
confusing,-0.183
congenial,0.0
conscious,0.0
considerate,0.101
consistent,0.0
contemporary,0.0
content,-0.0059999999999999975
contented,0.158
continuous,0.0
contradictory,0.0
contributing,0.0
controlled,0.0
controlling,0.0
controversial,0.0
convenient,0.0
convivial,0.0
cool,0.0
cooperative,0.0
cordial,0.0
corrupt,0.0
cosy,0.0
courageous,0.0
courteous,0.0
courtious,0.0
cowardly,0.0
cozy,0.0
crabby,0.0
cracked,0.0
cranky,0.0
crazed,1.0
creative,0.064
cried,-0.645
crisp,0.0
cry,-0.8490000000000001
cunning,0.0
curious,0.066
cursed,-0.423
curtious,0.0
cute,0.4310000000000001
cynical,-0.35
dappled,0.0
daring,0.0
dark,-0.8520000000000001
darkened,-0.474
dashing,0.0
dated,0.0
dead,0.0
decadent,0.0
decisive,0.0
declining,0.0
dedicated,0.0
defenceless,0.0
defensive,0.0
defiant,0.0
deficient,0.0
dehydrated,0.0
deliberate,0.0
delicate,0.0
delirious,0.0
delusional,0.0
democratic,0.0
demoralized,-0.152
dependable,0.0
dependant,0.0
deplorable,-1.0
deprecated,-1.0
depressed,-0.374
depressing,-1.0
deprived,0.0
despairing,0.0
desperate,-0.7929999999999999
despised,0.0
despondent,-0.256
desponding,-1.0
destructive,0.0
detached,-1.0
deterred,0.0
devastated,0.0
devoted,0.0
diligent,0.0
dim,0.0
diplomatic,0.0
disappointed,-0.337
disappointing,-1.0
discreet,0.0
disgusted,0.0
disheartening,-1.0
dismayed,0.0
disordered,0.0
disorganised,0.0
disorganized,0.0
disorientated,0.0
disoriented,0.0
dispirited,0.0
displeased,0.0
dissipated,0.0
distinctive,0.0
distinguished,0.0
distracted,0.0
distraught,0.0
distressed,0.0
disturbed,0.0
disturbing,-0.66
dizzy,0.0
dominant,0.0
dormant,0.0
doubtful,0.0
drained,0.0
dramatic,0.0
dreary,-1.0
droopy,0.0
drunk,-0.024
dull,-0.223
durable,0.0
dynamic,0.0
dysfunctional,0.0
eager,0.008
easy,0.0
easygoing,0.0
economic,0.0
economical,0.0
edgy,0.0
effective,0.0
elegant,0.0
eloquent,0.0
emaciated,0.0
embarrassed,0.0
emotional,0.0
empathetic,0.0
empowered,0.0
empowering,0.0
empty,-0.9740000000000001
encouraged,0.254
enduring,0.0
energized,0.0
engage,0.0
engaged,0.0
engaging,0.023
engrossing,0.0
enigmatic,0.0
enjoyable,0.105
enormous,0.0
entangled,0.0
enterprising,0.0
entertaining,0.0
enthusiastic,0.0
entrancing,0.0
equipped,0.0
equitable,0.0
erotic,0.0
erratic,0.0
essential,0.0
evocative,0.0
exalted,0.0
excellent,0.0
excited,-0.015
exciting,0.003000000000000003
exhilarated,0.0
exhilarating,0.0
exotic,0.0
expectant,0.0
expeditious,0.0
experienced,0.0
explicit,0.0
explosive,0.0
exuberant,1.0
faded,0.0
faint,0.0
fair,0.0
faithful,0.0
famished,0.0
famous,0.0
fantastic,0.68
fascinating,-0.066
fast,0.0
faster,0.0
fearful,0.0
fearless,0.0
feasible,0.0
feeble,0.0
festive,0.0
fickle,0.0
fidgety,0.0
fierce,0.0
fiery,0.0
fighting,0.0
firm,0.0
firmly,0.0
fit,0.0
flawed,0.0
flexible,0.0
fluffy,0.0
flushed,0.0
foolish,0.0
foolowed,0.0
fought,0.0
fragile,0.0
fragmented,0.0
frail,0.0
frank,0.0
frantic,0.0
fresh,0.047
frightened,-0.041
frightening,-0.738
frisky,1.0
