composed,0.0
angry,0.0
cheerful,0.0
weak,0.0
tense,0.0
confused,0.0
lively,1.0
sad,0.0
friendly,0.0
tired,-1.0
strong,0.0
clearheaded,0.0
untroubled,0.0
grouchy,0.0
playful,0.0
timid,0.0
nervous,0.0
mixed-up,0.0
vigorous,1.0
dejected,0.0
kindly,0.0
fatigued,-1.0
bold,0.0
efficient,0.0
peaceful,0.0
furious,0.0
lighthearted,0.0
unsure,0.0
jittery,0.0
bewildered,0.0
energetic,1.0
lonely,0.0
sympathetic,0.0
exhausted,-1.0
powerful,0.0
attentive,0.0
serene,0.0
bad tempered,0.0
joyful,0.0
self-doubting,0.0
shaky,0.0
perplexed,0.0
active,1.0
downhearted,0.0
agreeable,0.0
sluggish,-1.0
forceful,0.0
able to concentrate,0.0
calm,0.0
mad,0.0
jolly,0.0
uncertain,0.0
anxious,0.0
muddled,0.0
ready-to-go,1.0
discouraged,0.0
good-natured,0.0
weary,-1.0
confident,0.0
businesslike,0.0
relaxed,0.0
annoyed,0.0
elated,0.0
inadequate,0.0
uneasy,0.0
dazed,0.0
full of pep,1.0
gloomy,0.0
affectionate,0.0
drowsy,-1.0
self-assured,0.0
mentally alert,0.0
abandoned,0.0
able,0.149
absorbed,0.0
abusive,0.0
acceptable,0.0
accessible,0.177
accomidating,0.0
accommodating,0.0
accomodating,0.0
accountable,0.0
achey,-1.0
aching,-0.28600000000000003
achy,-0.955
adaptable,0.0
adequate,0.12
adrift,0.0
advanced,0.0
adventurous,0.285
affirmative,1.0
afflicted,0.0
afraid,-0.015
aged,-1.0
aggressive,0.145
agile,0.227
agitated,0.0
alarmed,0.0
alert,0.579
alive,0.5850000000000001
almighty,0.0
alone,-0.194
amazed,0.0
ambiguous,0.0
ambitious,0.185
amiable,0.0
amorous,0.0
animated,0.329
appreciative,0.0
apprehensive,0.0
approachable,0.0
apt,0.0
arousing,1.0
arty,1.0
ashamed,0.0
asleep,-1.0
assertive,0.042
assured,0.0
astonished,0.0
athletic,0.265
attacked,0.0
attractive,0.188
audacious,0.0
auspicious,0.0
authentic,0.0
avid,1.0
awake,0.846
aware,0.821
awesome,0.0
awkward,0.0
bad,0.0
baffled,0.0
balanced,0.0
bald,0.0
balmy,0.0
bankrupt,-1.0
befuddled,0.0
beligerent,0.0
beneficial,0.0
benevolent,0.0
benighted,-0.764
bitter,0.0
bleeding,-0.69
blind,0.0
blissful,0.0
bloated,-0.638
blue,-0.01
bored,-0.527
boring,-0.425
bothered,0.0
bothersome,0.0
brash,0.0
brassy,0.0
brave,0.032
breathless,-0.758
bright,0.14800000000000002
brilliant,0.047
brisk,0.17800000000000002
brittle,0.0
broad,0.0
broken,0.0
bullied,0.0
burned,-1.0
burnt,0.0
busy,0.55
calming,0.0
capable,0.024
captivating,0.0
carefree,0.0
careful,0.0
caring,0.0
carrying,1.0
casual,0.023
cautious,0.0
challenging,0.5329999999999999
charismatic,0.019
charitable,0.0
chatty,0.0
cheeky,0.0
cheesy,0.0
chimerical,0.0
civil,0.0
clamorous,0.0
clear,0.029
clever,0.373
clogged,-1.0
close,0.7310000000000001
cloudy,0.0
clumsy,0.0
cocky,0.0
cogent,0.0
cohesive,0.0
cold,-0.451
collapsed,-0.28
collected,0.0
collective,0.0
collegial,0.0
colorful,0.485
colourful,0.625
comely,0.0
comfortable,0.0
committed,0.685
compact,0.0
compelling,0.012
competent,0.0
competitive,0.103
complete,0.0
complex,0.314
complicated,0.0
comprehensive,0.012
concentrated,0.0
concerned,0.048
conducive,0.0
confounded,0.0
confusing,0.0
congenial,0.0
conscious,1.0
considerate,0.0
consistent,0.017
contemporary,0.0
content,0.0
contented,0.0
continuous,0.287
contradictory,0.0
contributing,1.0
controlled,0.0
controlling,0.0
controversial,0.0
convenient,0.0
convivial,0.0
cool,0.0
cooperative,0.0
cordial,0.0
corrupt,0.0
cosy,0.0
courageous,0.0
courteous,0.0
courtious,0.0
cowardly,0.0
cozy,0.0
crabby,-1.0
cracked,0.0
cranky,-0.9990000000000001
crazed,0.0
creative,0.316
cried,0.0
crisp,0.508
cry,0.0
cunning,0.0
curious,0.025
cursed,0.0
curtious,0.0
cute,0.0
cynical,0.0
dappled,-1.0
daring,0.065
dark,0.0
darkened,0.0
dashing,0.0
dated,-1.0
dead,0.0
decadent,0.0
decisive,0.0
declining,0.0
dedicated,0.422
defenceless,0.0
defensive,0.0
defiant,0.159
deficient,0.0
dehydrated,-0.7440000000000001
deliberate,0.0
delicate,0.0
delirious,-1.0
delusional,0.0
democratic,0.0
demoralized,0.0
dependable,0.0
dependant,0.0
deplorable,0.0
deprecated,0.0
depressed,-0.331
depressing,0.0
deprived,0.0
despairing,0.0
desperate,-0.141
despised,0.0
despondent,0.0
desponding,0.0
destructive,0.0
detached,0.0
deterred,0.0
devastated,0.0
devoted,0.609
diligent,0.836
dim,0.0
diplomatic,0.0
disappointed,-0.028
disappointing,0.0
discreet,0.0
disgusted,-0.08199999999999999
disheartening,0.0
dismayed,0.0
disordered,0.0
disorganised,0.0
disorganized,0.0
disorientated,-0.5
disoriented,-0.05
dispirited,-1.0
displeased,0.0
dissipated,-1.0
distinctive,0.0
distinguished,0.0
distracted,-0.411
distraught,0.0
distressed,-0.094
disturbed,0.0
disturbing,0.0
dizzy,-0.21
dominant,0.0
dormant,0.0
doubtful,0.0
drained,-0.976
dramatic,0.0
dreary,0.0
droopy,-1.0
drunk,-0.825
dull,-0.417
durable,0.0
dynamic,0.43799999999999994
dysfunctional,0.0
eager,0.008
easy,0.003
easygoing,0.0
economic,0.0
economical,0.0
edgy,0.0
effective,0.025
elegant,0.014
eloquent,0.0
emaciated,0.0
embarrassed,0.0
emotional,-0.474
empathetic,0.0
empowered,0.0
empowering,0.0
empty,0.0
encouraged,0.0
enduring,0.0
energized,0.0
engage,0.333
engaged,0.966
engaging,0.736
engrossing,0.0
enigmatic,1.0
enjoyable,0.179
enormous,0.0
entangled,0.0
enterprising,0.485
entertaining,0.8679999999999999
enthusiastic,0.6579999999999999
entrancing,0.0
equipped,0.0
equitable,0.0
erotic,0.0
erratic,0.0
essential,0.0
evocative,0.0
exalted,0.0
excellent,0.0
excited,-0.004
exciting,0.6149999999999999
exhilarated,-0.221
exhilarating,0.0
exotic,0.0
expectant,0.0
expeditious,0.0
experienced,0.141
explicit,0.0
explosive,0.0
exuberant,0.0
faded,-1.0
faint,-0.79
fair,0.0
faithful,0.434
famished,-1.0
famous,0.532
fantastic,0.0
fascinating,0.309
fast,0.011000000000000005
faster,0.0
fearful,0.0
fearless,0.0
feasible,0.17600000000000002
feeble,0.0
festive,0.465
fickle,0.0
fidgety,0.0
fierce,0.0
fiery,0.0
fighting,-0.403
firm,0.0
firmly,0.0
fit,0.49
flawed,0.0
flexible,0.001
fluffy,0.0
flushed,0.0
foolish,0.0
foolowed,-1.0
fought,0.0
fragile,0.0
fragmented,0.0
frail,-0.055
frank,0.0
frantic,0.0
fresh,0.564
frightened,-0.013
