composed,1.0
angry,0.0
cheerful,0.0
weak,0.0
tense,-1.0
confused,0.0
lively,0.0
sad,0.0
friendly,0.0
tired,0.0
strong,0.0
clearheaded,0.0
untroubled,1.0
grouchy,0.0
playful,0.0
timid,0.0
nervous,-1.0
mixed-up,0.0
vigorous,0.0
dejected,0.0
kindly,0.0
fatigued,0.0
bold,0.0
efficient,0.0
peaceful,1.0
furious,0.0
lighthearted,0.0
unsure,0.0
jittery,-1.0
bewildered,0.0
energetic,0.0
lonely,0.0
sympathetic,0.0
exhausted,0.0
powerful,0.0
attentive,0.0
serene,1.0
bad tempered,0.0
joyful,0.0
self-doubting,0.0
shaky,-1.0
perplexed,0.0
active,0.0
downhearted,0.0
agreeable,0.0
sluggish,0.0
forceful,0.0
able to concentrate,0.0
calm,1.0
mad,0.0
jolly,0.0
uncertain,0.0
anxious,-1.0
muddled,0.0
ready-to-go,0.0
discouraged,0.0
good-natured,0.0
weary,0.0
confident,0.0
businesslike,0.0
relaxed,1.0
annoyed,0.0
elated,0.0
inadequate,0.0
uneasy,-1.0
dazed,0.0
full of pep,0.0
gloomy,0.0
affectionate,0.0
drowsy,0.0
self-assured,0.0
mentally alert,0.0
abandoned,0.279
able,0.103
absorbed,0.0
abusive,0.0
acceptable,0.0
accessible,0.0
accomidating,0.0
accommodating,0.0
accomodating,0.0
accountable,0.0
achey,0.0
aching,0.0
achy,0.0
adaptable,0.0
adequate,0.0
adrift,0.0
advanced,0.0
adventurous,0.0
affirmative,0.0
afflicted,0.0
afraid,-0.221
aged,0.0
aggressive,-0.099
agile,0.0
agitated,-0.305
alarmed,-0.084
alert,0.07100000000000001
alive,0.0
almighty,0.0
alone,-0.027999999999999997
amazed,0.0
ambiguous,0.0
ambitious,0.0
amiable,0.0
amorous,0.0
animated,0.0
appreciative,0.0
apprehensive,-0.858
approachable,0.0
apt,0.0
arousing,0.0
arty,0.0
ashamed,0.0
asleep,0.0
assertive,0.023
assured,0.016
astonished,0.0
athletic,0.0
attacked,0.0
attractive,0.079
audacious,0.0
auspicious,0.0
authentic,0.0
avid,0.0
awake,0.025
aware,0.0
awesome,0.0
awkward,-0.28700000000000003
bad,0.0
baffled,0.0
balanced,0.05
bald,0.0
balmy,1.0
bankrupt,0.0
befuddled,0.0
beligerent,0.0
beneficial,0.0
benevolent,1.0
benighted,0.0
bitter,0.0
bleeding,0.0
blind,0.0
blissful,1.0
bloated,0.0
blue,0.018000000000000002
bored,-0.003
boring,0.07200000000000001
bothered,0.0
bothersome,0.0
brash,0.0
brassy,0.0
brave,0.0
breathless,0.0
bright,0.047
brilliant,0.0
brisk,0.0
brittle,0.0
broad,0.0
broken,0.0
bullied,0.0
burned,0.0
burnt,0.0
busy,0.0
calming,1.0
capable,0.0
captivating,0.0
carefree,0.769
careful,0.0
caring,0.0
carrying,0.0
casual,0.5710000000000001
cautious,0.382
challenging,0.0
charismatic,0.0
charitable,0.0
chatty,0.0
cheeky,0.0
cheesy,0.0
chimerical,0.0
civil,0.31
clamorous,-1.0
clear,0.25099999999999995
clever,0.0
clogged,0.0
close,-0.094
cloudy,0.15
clumsy,-0.175
cocky,0.0
cogent,0.0
cohesive,0.0
cold,0.023
collapsed,0.72
collected,1.0
collective,1.0
collegial,0.0
colorful,0.0
colourful,0.0
comely,0.0
comfortable,0.46299999999999997
committed,0.0
compact,0.031
compelling,-0.012
competent,0.036000000000000004
competitive,0.0
complete,0.041
complex,0.02
complicated,0.0
comprehensive,0.0
concentrated,0.0
concerned,-0.12
conducive,0.727
confounded,0.0
confusing,-0.026
congenial,0.446
conscious,0.0
considerate,0.043
consistent,0.011
contemporary,0.431
content,0.6339999999999999
contented,0.187
continuous,0.0
contradictory,0.0
contributing,0.0
controlled,1.0
controlling,0.0
controversial,0.0
convenient,0.014000000000000002
convivial,1.0
cool,0.6980000000000001
cooperative,0.193
cordial,0.0
corrupt,0.0
cosy,0.122
courageous,0.0
courteous,0.019
courtious,0.0
cowardly,0.0
cozy,0.537
crabby,0.0
cracked,0.0
cranky,0.0
crazed,0.0
creative,0.01
cried,0.0
crisp,0.0
cry,0.0
cunning,0.0
curious,0.0
cursed,0.0
curtious,0.0
cute,0.0
cynical,0.0
dappled,0.0
daring,0.0
dark,0.008
darkened,0.0
dashing,0.0
dated,0.0
dead,0.0
decadent,0.0
decisive,0.0
declining,0.0
dedicated,-0.063
defenceless,0.0
defensive,0.0
defiant,0.0
deficient,0.0
dehydrated,0.0
deliberate,1.0
delicate,0.0
delirious,0.0
delusional,0.0
democratic,0.802
demoralized,0.0
dependable,0.0
dependant,0.0
deplorable,0.0
deprecated,0.0
depressed,-0.14900000000000002
depressing,0.0
deprived,-1.0
despairing,0.0
desperate,0.0
despised,0.0
